full_name,type,state,party,marker
William Sewell,Senate,NJ,Republican,NJ
John Shaw,House,NC,Democrat,NC3
George Shoup,Senate,ID,Republican,ID
Paul Sorg,House,OH,Democrat,OH3
James Spencer,House,MS,Democrat,MS7
James Stahle,House,PA,Republican,PA19
Samuel Stephenson,House,MI,Republican,MI12
Luther Strong,House,OH,Republican,OH8
Charles Taft,House,OH,Republican,OH1
John Tarsney,House,MO,Democrat,MO5
Henry Thomas,House,MI,Republican,MI4
John Thurston,Senate,NE,Republican,NE
Robert Tracewell,House,IN,Republican,IN3
John Tracey,House,MO,Republican,MO7
William Treloar,House,MO,Republican,MO9
Henry Turner,House,GA,Democrat,GA11
Smith Turner,House,VA,Democrat,VA7
David Tyler,House,VA,Democrat,VA2
Robert Van Horn,House,MO,Republican,MO5
James Walsh,House,NY,Democrat,NY8
Edward Walthall,Senate,MS,Democrat,MS
Joseph Washington,House,TN,Democrat,TN6
David Watson,House,OH,Republican,OH12
Jonathan Willis,House,DE,Republican,DE
George Wilson,House,OH,Republican,OH7
John Wilson,Senate,WA,Republican,WA
Edward Wolcott,Senate,CO,Republican,CO
Benson Wood,House,IL,Republican,IL19
Frederick Woodard,House,NC,Democrat,NC2
Charles Woodman,House,IL,Republican,IL4
Ephraim Woomer,House,PA,Republican,PA14
Charles Yoakum,House,TX,Democrat,TX3
Arthur Brown,Senate,UT,Republican,UT
Frank Cannon,Senate,UT,Silver Republican,UT
William McKinley,House,OH,Republican,OH18
William Arnold,House,PA,Republican,PA28
Jehu Baker,House,IL,Democrat,IL21
Isaac Barber,House,MD,Republican,MD1
Charles Barlow,House,CA,Populist,CA6
William Barrett,House,MA,Republican,MA7
Samuel Barrows,House,MA,Republican,MA1
Clifton Beach,House,OH,Republican,OH2
James Belden,House,NY,Republican,NY27
Joseph Belford,House,NY,Republican,NY1
Hugh Belknap,House,IL,Republican,IL3
George Benner,House,PA,Democrat,PA19
Charles Bennett,House,NY,Republican,NY5
Robert Bodine,House,MO,Democrat,MO2
William Booze,House,MD,Republican,MD3
Jeremiah Botkin,House,KS,Populist,KS
Henry Brewster,House,NY,Republican,NY31
Case Broderick,House,KS,Republican,KS1
Ferdinand Brucker,House,MI,Democrat,MI8
James Callahan,House,OK,Free Silver,OK
James Campbell,House,IL,Democrat,IL2
Curtis Castle,House,CA,Populist,CA7
John Clardy,House,KY,Democrat,KY2
Samuel Clark,House,IA,Republican,IA1
James Codding,House,PA,Republican,PA15
David Colson,House,KY,Republican,KY11
James Connolly,House,IL,Republican,IL17
Edward Cooke,House,IL,Republican,IL6
John Cranford,House,TX,Democrat,TX4
George Curtis,House,IA,Republican,IA2
George Davison,House,KY,Republican,KY8
William Deboe,Senate,KY,Republican,KY
Alexander Dockery,House,MO,Democrat,MO3
Charles Dorr,House,WV,Republican,WV3
Joseph Earle,Senate,SC,Democrat,SC
Walter Evans,House,KY,Republican,KY5
Lucien Fenton,House,OH,Republican,OH1
Israel Fischer,House,NY,Republican,NY4
Wallace Foote,House,NY,Republican,NY23
John Fowler,House,NC,Populist,NC3
Michael Griffin,House,WI,Republican,WI7
James Gunn,House,ID,Populist,ID1
Alva Hager,House,IA,Republican,IA9
Levin Handy,House,DE,Democrat,DE
William Harris,Senate,KS,Populist,KS
Charles Hartman,House,MT,Silver Republican,MT1
Henry Heitfeld,Senate,ID,Democrat,ID
Charles Henry,House,IN,Republican,IN8
Josiah Hicks,House,PA,Republican,PA2
Samuel Hilborn,House,CA,Republican,CA3
William HinrichSenate,House,IL,Democrat,IL16
William Holman,House,IN,Democrat,IN4
Milford Howard,House,AL,Populist,AL7
James Howe,House,NY,Republican,NY6
Andrew Hunter,House,IL,Democrat,IL19
Denis Hurley,House,NY,Republican,NY2
Henry Johnson,House,IN,Republican,IN6
James Jones,Senate,AR,Democrat,AR
John Jones,Senate,NV,Republican,NV
William Jones,House,WA,Silver Republican,WA
John Kelley,House,SD,Populist,SD
Richard Kenney,Senate,DE,Democrat,DE
William Kirkpatrick,House,PA,Republican,PA8
Freeman Knowles,House,SD,Populist,SD
Monroe Kulp,House,PA,Republican,PA17
James Kyle,Senate,SD,Republican,SD
William Love,House,MS,Democrat,MS6
Philip Low,House,NY,Republican,NY15
James Maguire,House,CA,Democrat,CA4
Rowland Mahany,House,NY,Republican,NY32
George Marshall,House,OH,Democrat,OH4
Charles Martin,House,NC,Populist,NC6
Samuel Maxwell,House,NE,Populist,NE3
Nelson McCormick,House,KS,Populist,KS6
John McDonald,House,MD,Republican,MD6
Thomas McEwan,House,NJ,Republican,NJ7
William McIntire,House,MD,Republican,MD4
John McLaurin,Senate,SC,Democrat,SC
Benton McMillin,House,TN,Democrat,TN4
Warren Miller,House,WV,Republican,WV4
Seth Milliken,House,ME,Republican,ME3
Daniel Mills,House,IL,Republican,IL4
John Mitchell,House,NY,Republican,NY8
Justin Morrill,Senate,VT,Republican,VT
Stephen Northway,House,OH,Republican,OH19
Benjamin Odell,House,NY,Republican,NY17
Henry Ogden,House,LA,Democrat,LA4
John Osborne,House,WY,Democrat,WY
George Perkins,House,IA,Republican,IA11
Mason Peters,House,KS,Populist,KS2
Mahlon Pitney,House,NJ,Republican,NJ4
Thomas Plowman,House,AL,Democrat,AL4
Jeter Pritchard,Senate,NC,Republican,NC
Lemuel Quigg,House,NY,Republican,NY14
Joseph Rawlins,Senate,UT,Democrat,UT
Lemuel Royse,House,IN,Republican,IN13
Edward Sauerhering,House,WI,Republican,WI2
Joseph Sayers,House,TX,Democrat,TX9
Richard Shannon,House,NY,Republican,NY13
Alonzo Shuford,House,NC,Populist,NC7
John Simpkins,House,MA,Republican,MA13
Jeremiah Simpson,House,KS,Populist,KS7
Harry Skinner,House,NC,Populist,NC1
Horace Snover,House,MI,Republican,MI7
George Spalding,House,MI,Republican,MI2
Charles Stone,House,PA,Republican,PA27
William Stone,House,PA,Republican,PA23
Thomas Strait,House,SC,Democrat,SC5
Jesse Strode,House,NE,Republican,NE1
William Strowd,House,NC,Populist,NC4
John Sturtevant,House,PA,Republican,PA26
Robert Thorp,House,VA,Republican,VA4
Albert Todd,House,MI,Democrat,MI3
Thomas Turley,Senate,TN,Democrat,TN
George Turner,Senate,WA,Democrat,WA
Thomas Updegraff,House,IA,Republican,IA4
John Vehslage,House,NY,Democrat,NY7
George Vest,Senate,MO,Democrat,MO
William Vincent,House,KS,Populist,KS5
James Walker,House,VA,Republican,VA9
Joseph Walker,House,MA,Republican,MA3
William Ward,House,NY,Republican,NY16
George Wellington,Senate,MD,Republican,MD
George White,House,IL,Republican,IL5
David Wilber,House,NY,Republican,NY21
Morgan Williams,House,PA,Republican,PA12
Francis Wilson,House,NY,Republican,NY3
Ashley Wright,House,MA,Republican,MA1
Jacob Yost,House,VA,Republican,VA1
Joseph Simon,Senate,OR,Republican,OR
William Sullivan,Senate,MS,Democrat,MS
William Aldrich,House,AL,Republican,AL4
John Allen,House,MS,Democrat,MS1
William Allen,Senate,NE,Populist,NE
John Atwater,House,NC,Populist,NC4
Willis Bailey,House,KS,Republican,KS
Samuel Baird,House,LA,Democrat,LA5
William Baker,House,MD,Republican,MD2
Laird Barber,House,PA,Democrat,PA8
John Barham,House,CA,Republican,CA1
William Bate,Senate,TN,Democrat,TN
Albert Berry,House,KY,Democrat,KY6
Richard Bland,House,MO,Democrat,MO8
Thomas Bradley,House,NY,Democrat,NY9
John Brenner,House,OH,Democrat,OH3
Willis Brewer,House,AL,Democrat,AL5
Seth Brown,House,OH,Republican,OH6
Albert Campbell,House,MT,Democrat,MT1
Thomas Catchings,House,MS,Democrat,MS3
William Chanler,House,NY,Democrat,NY14
Charles Chickering,House,NY,Republican,NY24
Frank Clarke,House,NH,Republican,NH2
Bertram Clayton,House,NY,Democrat,NY4
Aaron Cochrane,House,NY,Republican,NY19
Francis Cockrell,Senate,MO,Democrat,MO
Nicholas Cox,House,TN,Democrat,TN7
Thomas Cusack,House,IL,Democrat,IL4
William Daly,House,NJ,Democrat,NJ7
Lorenzo Danford,House,OH,Republican,OH16
Samuel Davenport,House,PA,Republican,PA
Stanley Davenport,House,PA,Democrat,PA12
Cushman Davis,Senate,MN,Republican,MN
Marion De Vries,House,CA,Democrat,CA2
Nelson Dingley,House,ME,Republican,ME
Edmund Driggs,House,NY,Democrat,NY3
Sydney Epes,House,VA,Democrat,VA4
Daniel Ermentrout,House,PA,Democrat,PA9
George Faris,House,IN,Republican,IN5
Thomas Fitzpatrick,House,KY,Democrat,KY1
Addison Foster,Senate,WA,Republican,WA
Romeo Freer,House,WV,Republican,WV4
Athelston Gaston,House,PA,Democrat,PA26
June Gayle,House,KY,Democrat,KY7
Martin Glynn,House,NY,Democrat,NY2
William Greene,House,NE,Populist,NE6
William Grout,House,VT,Republican,VT2
Marcus Hanna,Senate,OH,Republican,OH
Alfred Harmer,House,PA,Republican,PA5
Joseph Hawley,Senate,CT,Republican,CT
Robert Hawley,House,TX,Republican,TX1
Monroe Hayward,Senate,NE,Republican,NE
Patrick Henry,House,MS,Democrat,MS7
John Hoffecker,House,DE,Republican,DE
Walter Hoffecker,House,DE,Republican,DE
Warren Hooker,House,NY,Republican,NY
David Johnston,House,WV,Democrat,WV3
Josiah Kerr,House,MD,Republican,MD1
Winfield Kerr,House,OH,Republican,OH14
Joseph Lane,House,IA,Republican,IA2
John Lentz,House,OH,Democrat,OH12
Romulus Linney,House,NC,Republican,NC8
Archibald Lybrand,House,OH,Republican,OH8
Mitchell May,House,NY,Democrat,NY6
William McAleer,House,PA,Democrat,PA3
Louis McComas,Senate,MD,Republican,MD
John McDowell,House,OH,Democrat,OH17
Smith McPherson,House,IA,Republican,IA9
David Meekison,House,OH,Democrat,OH5
William Mesick,House,MI,Republican,MI11
Edward Noonan,House,IL,Democrat,IL5
James Norton,House,SC,Democrat,SC6
James O’Grady,House,NY,Republican,NY31
Horace Packer,House,PA,Republican,PA16
Charles Pearce,House,MO,Republican,MO12
Richmond Pearson,House,NC,Republican,NC9
Pedro Perea,House,NM,Republican,NM
Fremont Phillips,House,OH,Republican,OH2
Horace Powers,House,VT,Republican,VT1
Samuel Pugh,House,KY,Republican,KY9
Joseph Quarles,Senate,WI,Republican,WI
Julian Quarles,House,VA,Democrat,VA1
Thomas Reed,House,ME,Republican,ME1
Edwin Ridgely,House,KS,Populist,KS3
Gaston Robbins,House,AL,Democrat,AL4
Jonathan Ross,Senate,VT,Republican,VT
James Ryan,House,PA,Democrat,PA13
Evan Settle,House,KY,Democrat,KY7
Charles Sprague,House,MA,Republican,MA11
Jesse Stallings,House,AL,Democrat,AL2
Alexander Stewart,House,WI,Republican,WI9
William Stewart,Senate,NV,Republican,NV
Roderick Sutherland,House,NE,Populist,NE5
William Terry,House,AR,Democrat,AR4
Joseph Thropp,House,PA,Republican,PA2
Oscar Turner,House,KY,Democrat,KY5
John Underhill,House,NY,Democrat,NY16
Russell Waters,House,CA,Republican,CA6
Walter Weaver,House,OH,Republican,OH7
George Weymouth,House,MA,Republican,MA4
Joseph Wheeler,House,AL,Democrat,AL8
George White,House,NC,Republican,NC2
Edgar Wilson,House,ID,Silver Republican,ID1
Stanyarne Wilson,House,SC,Democrat,SC4
Richard Wise,House,VA,Republican,VA2
William Young,House,VA,Democrat,VA2
Edward Ziegler,House,PA,Democrat,PA19
Thomas Bard,Senate,CA,Republican,CA
Henry Allen,House,KY,Democrat,KY2
Henry Aplin,House,MI,Republican,MI1
Samuel Barney,House,WI,Republican,WI5
John Bell,House,CO,Populist,CO2
John Bellamy,House,NC,Democrat,NC6
Oliver Belmont,House,NY,Democrat,NY13
James Berry,Senate,AR,Democrat,AR
Alexander Billmeyer,House,PA,Democrat,PA17
Joseph Blackburn,Senate,KY,Democrat,KY
Charles Boutelle,House,ME,Republican,ME
Henry Bristow,House,NY,Republican,NY3
Jacob Bromwell,House,OH,Republican,OH2
Marriott Brosius,House,PA,Republican,PA1
Melville Bull,House,RI,Republican,RI1
Robert Burke,House,TX,Democrat,TX6
Joseph Burton,Senate,KS,Republican,KS
Edward Carmack,Senate,TN,Democrat,TN
William Clark,Senate,MT,Democrat,MT
Joseph Conry,House,MA,Democrat,MA9
Frank Coombs,House,CA,Republican,CA1
James Cooney,House,MO,Democrat,MO7
John Corliss,House,MI,Republican,MI1
Thomas Creamer,House,NY,Democrat,NY8
Rousseau Crump,House,MI,Republican,MI1
Amos Cummings,House,NY,Democrat,NY1
Herman Dahle,House,WI,Republican,WI2
Reese De Graffenreid,House,TX,Democrat,TX3
Charles Dietrich,Senate,NE,Republican,NE
Fred Dubois,Senate,ID,Democrat,ID
Frank Eddy,House,MN,Republican,MN7
Caldwell Edwards,House,MT,Populist,MT1
William Elliott,House,SC,Democrat,SC1
Louis Emerson,House,NY,Republican,NY23
John Feely,House,IL,Democrat,IL2
De Flanagan,House,NJ,Democrat,NJ4
William Fleming,House,GA,Democrat,GA1
Dennis Flynn,House,OK,Republican,OK
Andrew Fox,House,MS,Democrat,MS4
Paris Gibson,Senate,MT,Democrat,MT
Thomas Glenn,House,ID,Populist,ID1
Robert Gordon,House,OH,Democrat,OH4
Henry Green,House,PA,Democrat,PA9
Galusha Grow,House,PA,Republican,PA
James Hall,House,PA,Democrat,PA28
Harry Hanbury,House,NY,Republican,NY4
Joel Heatwole,House,MN,Republican,MN3
David Henderson,House,IA,Republican,IA3
Patrick Henry,House,MS,Democrat,MS3
George Hoar,Senate,MA,Republican,MA
Charles Hooker,House,MS,Democrat,MS7
Harvey Irwin,House,KY,Republican,KY5
Summers Jack,House,PA,Republican,PA21
Alfred Jackson,House,KS,Democrat,KS3
Thomas Jett,House,IL,Democrat,IL18
Charles Joy,House,MO,Republican,MO11
Thomas Kearns,Senate,UT,Republican,UT
Frederick Kern,House,IL,Democrat,IL21
Rudolph Kleberg,House,TX,Democrat,TX11
William Knox,House,MA,Republican,MA5
Samuel Lanham,House,TX,Democrat,TX8
Montague Lessler,House,NY,Republican,NY7
Robert Lewis,House,PA,Republican,PA19
Eugene Loud,House,CA,Republican,CA5
Philip McCulloch,House,AR,Democrat,AR1
James McMillan,Senate,MI,Republican,MI
Thomas McRae,House,AR,Democrat,AR3
David Mercer,House,NE,Republican,NE2
J. Mickey,House,IL,Democrat,IL15
Joseph Millard,Senate,NE,Republican,NE
John Mitchell,Senate,OR,Republican,OR
James Moody,House,NC,Republican,NC9
Malcolm Moody,House,OR,Republican,OR2
William Moody,House,MA,Republican,MA6
John Morgan,Senate,AL,Democrat,AL
Robert Morris,House,MN,Republican,MN6
John Moss,House,KY,Republican,KY3
Nicholas Muller,House,NY,Democrat,NY7
Howard Mutchler,House,PA,Democrat,PA8
Henry Naphen,House,MA,Democrat,MA1
William Neville,House,NE,Populist,NE6
James Norton,House,OH,Democrat,OH13
Peter Otey,House,VA,Democrat,VA6
Thomas Patterson,Senate,CO,Democrat,CO
Rufus Polk,House,PA,Democrat,PA17
Cornelius Pugsley,House,NY,Democrat,NY16
Matthew Quay,Senate,PA,Republican,PA
George Ray,House,NY,Republican,NY26
Walter Reeves,House,IL,Republican,IL11
William Rhea,House,VA,Democrat,VA9
John Robinson,House,NE,Democrat,NE3
John Rumple,House,IA,Republican,IA2
Charles Russell,House,CT,Republican,CT3
Joshua Salmon,House,NJ,Democrat,NJ4
Charles Schirm,House,MD,Republican,MD4
Thomas Selby,House,IL,Democrat,IL16
William Shattuc,House,OH,Republican,OH1
Albert Shaw,House,NY,Republican,NY
Carlos Shelden,House,MI,Republican,MI12
John Sheppard,House,TX,Democrat,TX4
Joseph Showalter,House,PA,Republican,PA25
Henry Smith,House,MI,Republican,MI2
Charles Snodgrass,House,TN,Democrat,TN4
William Stark,House,NE,Populist,NE4
George Steele,House,IN,Republican,IN11
James Stewart,House,NJ,Republican,NJ5
John Stewart,House,NY,Republican,NY21
James Stokes,House,SC,Democrat,SC7
Frederic Storm,House,NY,Republican,NY1
Edward Swann,House,NY,Democrat,NY1
William Talbert,House,SC,Democrat,SC2
Robert Tayler,House,OH,Republican,OH18
Arthur Tompkins,House,NY,Republican,NY17
Emmett Tompkins,House,OH,Republican,OH12
George Wagoner,House,MO,Republican,MO12
Edgar Weeks,House,MI,Republican,MI7
Charles Wheeler,House,KY,Democrat,KY1
James White,House,KY,Democrat,KY1
Robert Wilcox,House,HI,,HI
Samuel Woods,House,CA,Republican,CA2
Dudley Wooten,House,TX,Democrat,TX6
James Young,House,PA,Republican,PA4
Russell Alger,Senate,MI,Republican,MI
John Dryden,Senate,NJ,Republican,NJ
James Allee,Senate,DE,Republican,DE
William Allison,Senate,IA,Republican,IA
Levi Ankeny,Senate,WA,Republican,WA
De Badger,House,OH,Democrat,OH12
Robert Baker,House,NY,Democrat,NY6
Thomas Ball,House,TX,Democrat,TX8
Edward Bassett,House,NY,Democrat,NY5
Theodore Bell,House,CA,Democrat,CA2
Allan Benny,House,NJ,Democrat,NJ9
Maecenas Benton,House,MO,Democrat,MO15
Vincent Boreing,House,KY,Republican,KY11
Phanor Breazeale,House,LA,Democrat,LA4
James Brown,House,PA,Ind. Republican,PA32
Henry Burk,House,PA,Republican,PA3
James Butler,House,MO,Democrat,MO12
John Cassingham,House,OH,Democrat,OH17
Charles Cochran,House,MO,Democrat,MO4
William Connell,House,PA,Republican,PA1
William Cowherd,House,MO,Democrat,MO5
George Croft,House,SC,Democrat,SC2
Theodore Croft,House,SC,Democrat,SC2
Joseph Crowley,House,IL,Democrat,IL23
Milton Daniels,House,CA,Republican,CA8
Robert Davis,House,FL,Democrat,FL2
Federico Degetau,House,PR,Republican,PR
James Denny,House,MD,Democrat,MD4
Charles Dickerman,House,PA,Democrat,PA16
Hugh Dinsmore,House,AR,Democrat,AR3
John Dougherty,House,MO,Democrat,MO3
William Douglas,House,NY,Republican,NY15
Martin Emerich,House,IL,Democrat,IL1
Alvin Evans,House,PA,Republican,PA19
Charles Fairbanks,Senate,IN,Republican,IN
Morgan Fitzpatrick,House,TN,Democrat,TN4
Robert Foerderer,House,PA,Republican,PA4
Joseph Foraker,Senate,OH,Republican,OH
George Foster,House,IL,Democrat,IL4
Charles Fulton,Senate,OR,Republican,OR
Henry Gibson,House,TN,Republican,TN2
Joseph Gill,House,OH,Republican,OH16
Charles Gillet,House,NY,Republican,NY33
Daniel Gooch,House,KY,Democrat,KY6
Arthur Gorman,Senate,MD,Democrat,MD
Francis Griffith,House,IN,Democrat,IN4
Henry Hansbrough,Senate,ND,Republican,ND
Charles Hildebrant,House,OH,Republican,OH6
Albert Hopkins,Senate,IL,Republican,IL
Henry Houston,House,DE,Democrat,DE
George Howell,House,PA,Democrat,PA1
Whiteside Hunter,House,KY,Republican,KY11
Amos Jackson,House,OH,Republican,OH13
James Kehoe,House,KY,Democrat,KY9
Alfred Kittredge,Senate,SD,Republican,SD
Theodore Kluttz,House,NC,Democrat,NC8
Thomas Kyle,House,OH,Republican,OH7
William Lanning,House,NJ,Republican,NJ4
Asbury Latimer,Senate,SC,Democrat,SC
John Lind,House,MN,Democrat,MN5
Edward Livernash,House,CA,Democrat,CA4
Chester Long,Senate,KS,Republican,KS
Alfred Lucking,House,MI,Democrat,MI1
John Maddox,House,GA,Democrat,GA7
William Mahoney,House,IL,Democrat,IL8
Stephen Mallory,Senate,FL,Democrat,FL
George McClellan,House,NY,Democrat,NY12
James McCreary,Senate,KY,Democrat,KY
Victor Metcalf,House,CA,Republican,CA3
Robert Miers,House,IN,Democrat,IN2
Stephen Morgan,House,OH,Republican,OH1
Norton Otis,House,NY,Republican,NY19
Edmund Pettus,Senate,AL,Democrat,AL
Rice Pierce,House,TN,Democrat,TN9
Orville Platt,Senate,CT,Republican,CT
Thomas Platt,Senate,NY,Republican,NY
Henry Porter,House,PA,Ind. Republican,PA31
Samuel Powers,House,MA,Republican,MA12
John Rhea,House,KY,Democrat,KY3
James Richardson,House,TN,Democrat,TN5
Ira Rider,House,NY,Democrat,NY14
Edward Robb,House,MO,Democrat,MO13
James Robinson,House,IN,Democrat,IN12
Bernard Rodey,House,NM,Republican,NM
Robert Scarborough,House,SC,Democrat,SC6
TownSenated Scudder,House,NY,Democrat,NY1
George Shiras,House,PA,Ind. Republican,PA29
Francis Shober,House,NY,Democrat,NY17
Joseph Shull,House,PA,Democrat,PA26
William Skiles,House,OH,Republican,OH14
George Smith,House,NY,Republican,NY24
Burleigh Spalding,House,ND,Republican,ND
John Spooner,Senate,WI,Republican,WI
Farish Tate,House,GA,Democrat,GA9
Henry Teller,Senate,CO,Democrat,CO
John Thayer,House,MA,Democrat,MA3
Lot Thomas,House,IA,Republican,IA11
Charles Thompson,House,AL,Democrat,AL5
Thomas Tongue,House,OR,Republican,OR
Henry Van Voorhis,House,OH,Republican,OH15
Willard Vandiver,House,MO,Democrat,MO14
Martin Wade,House,IA,Democrat,IA2
Vespasian Warner,House,IL,Republican,IL19
William Warnock,House,OH,Republican,OH8
James Williams,House,IL,Democrat,IL24
John Wilson,House,AZ,Democrat,AZ
Charles Wright,House,PA,Republican,PA14
William Wynn,House,CA,Democrat,CA5
Charles Dick,Senate,OH,Republican,OH
Henry Adams,House,WI,Republican,WI2
Robert Adams,House,PA,Republican,PA2
Nelson Aldrich,Senate,RI,Republican,RI
Henry Allen,House,NJ,Republican,NJ6
Joseph Babcock,House,WI,Republican,WI3
Jacob Beidler,House,OH,Republican,OH2
Albert Beveridge,Senate,IN,Republican,IN
Roswell Bishop,House,MI,Republican,MI9
Edmond Blackburn,House,NC,Republican,NC8
Justin Bowersock,House,KS,Republican,KS2
Sydney Bowie,House,AL,Democrat,AL4
Moses Broocks,House,TX,Democrat,TX2
Franklin Brooks,House,CO,Republican,CO
Webster Brown,House,WI,Republican,WI1
Clarence Buckman,House,MN,Republican,MN6
Morgan Bulkeley,Senate,CT,Republican,CT
Elmer Burkett,Senate,NE,Republican,NE
Julius Burrows,Senate,MI,Republican,MI
Mounce Butler,House,TN,Democrat,TN4
William Campbell,House,OH,Republican,OH5
Thomas Carter,Senate,MT,Republican,MT
George Castor,House,PA,Republican,PA3
George Cromer,House,IN,Republican,IN8
Thomas Dale,House,PA,Republican,PA1
John Daniel,Senate,VA,Democrat,VA
Thomas Davis,House,WV,Democrat,WV2
Alston Dayton,House,WV,Republican,WV2
Elias Deemer,House,PA,Republican,PA15
Chauncey Depew,Senate,NY,Republican,NY
Frank Dickson,House,IL,Republican,IL23
Blackburn Dovener,House,WV,Republican,WV1
Solomon Dresser,House,PA,Republican,PA21
Scott Field,House,TX,Democrat,TX6
William Flack,House,NY,Republican,NY26
Loren Fletcher,House,MN,Republican,MN5
Frank Flint,Senate,CA,Republican,CA
James Frazier,Senate,TN,Democrat,TN
Frank Fulkerson,House,MO,Republican,MO4
Harvey Garber,House,OH,Democrat,OH4
John Gearin,Senate,OR,Democrat,OR
George Gilbert,House,KY,Democrat,KY8
Newton Gilbert,House,IN,Republican,IN12
James Gillett,House,CA,Republican,CA1
Charles Grosvenor,House,OH,Republican,OH11
Eugene Hale,Senate,ME,Republican,ME
William Hearst,House,NY,Democrat,NY11
Thomas Hedge,House,IA,Republican,IA1
James Hemenway,Senate,IN,Republican,IN
Binger Hermann,House,OR,Republican,OR1
Robert Hitt,House,IL,Republican,IL13
Rockwood Hoar,House,MA,Republican,MA3
Herschel Hogg,House,CO,Republican,CO2
Francis Hopkins,House,KY,Democrat,KY1
John Hunt,House,MO,Democrat,MO11
John Kean,Senate,NJ,Republican,NJ
John Kennedy,House,NE,Republican,NE2
John Ketcham,House,NY,Republican,NY21
Frank Klepper,House,MO,Republican,MO3
Marcus Kline,House,PA,Democrat,PA13
John Lacey,House,IA,Republican,IA6
Frederick Landis,House,IN,Republican,IN11
Frank Le Fevre,House,NY,Republican,NY24
Rufus Lester,House,GA,Democrat,GA1
Mial Lilley,House,PA,Republican,PA14
Lucius Littauer,House,NY,Republican,NY25
John Little,House,AR,Democrat,AR4
Thaddeus Mahon,House,PA,Republican,PA17
Benjamin Marsh,House,IL,Republican,IL14
John McCarthy,House,NE,Republican,NE3
James McCleary,House,MN,Republican,MN2
Allan McDermott,House,NJ,Democrat,NJ1
William McNary,House,MA,Democrat,MA1
Anthony Michalek,House,IL,Republican,IL5
Edward Minor,House,WI,Republican,WI9
Hernando Money,Senate,MS,Democrat,MS
Edward Morrell,House,PA,Republican,PA5
Robert Nevin,House,OH,Republican,OH3
Theobald Otjen,House,WI,Republican,WI4
George Patterson,House,PA,Republican,PA12
Gilbert Patterson,House,NC,Democrat,NC6
Malcolm Patterson,House,TN,Democrat,TN1
Samuel Piles,Senate,WA,Republican,WA
John Pinckney,House,TX,Democrat,TX8
Redfield Proctor,Senate,VT,Republican,VT
James Richardson,House,KY,Democrat,KY3
Zeno Rives,House,IL,Republican,IL21
Samuel Robertson,House,LA,Democrat,LA6
Jacob Ruppert,House,NY,Democrat,NY16
Edmund Samuel,House,PA,Republican,PA16
Gustav Schneebeli,House,PA,Republican,PA26
Nathan Scott,Senate,WV,Republican,WV
Thomas Scroggy,House,OH,Republican,OH6
Cassius Shartel,House,MO,Republican,MO15
Joseph Sibley,House,PA,Republican,PA28
David Smith,House,KY,Democrat,KY4
Thomas Smith,House,MD,Democrat,MD1
William Smith,House,PA,Republican,PA27
Martin Smyser,House,OH,Republican,OH17
Robert Southall,House,VA,Democrat,VA4
James Southard,House,OH,Republican,OH9
John Sullivan,House,MA,Democrat,MA11
James Taliaferro,Senate,FL,Democrat,FL
Charles Towne,House,NY,Democrat,NY14
South Trimble,House,KY,Democrat,KY7
William Tyndall,House,MO,Republican,MO14
Clarence Van Duzer,House,NV,Democrat,NV
Marshall Van Winkle,House,NJ,Republican,NJ9
Frank Wachter,House,MD,Republican,MD3
James Wadsworth,House,NY,Republican,NY34
William Warner,Senate,MO,Republican,MO
Frank Waskey,House,AK,Democrat,AK
Amos Webber,House,OH,Republican,OH14
John Welborn,House,MO,Republican,MO7
Charles Wharton,House,IL,Republican,IL4
John Williamson,House,OR,Republican,OR2
Ernest Wood,House,MO,Democrat,MO12
William Zenor,House,IN,Democrat,IN3
Alfred Benson,Senate,KS,Republican,KS
William Whyte,Senate,MD,Democrat,MD
Ernest Acheson,House,PA,Republican,PA24
Joseph Bailey,Senate,TX,Democrat,TX
Henry Bannon,House,OH,Republican,OH1
Joseph Beale,House,PA,Republican,PA27
James Bede,House,MN,Republican,MN8
Benjamin Birdsall,House,IA,Republican,IA3
Robert Bonynge,House,CO,Republican,CO1
Jonathan Bourne,Senate,OR,Republican,OR
John Boyd,House,NE,Republican,NE3
Abraham Brick,House,IN,Republican,IN13
Frank Briggs,Senate,NJ,Republican,NJ
Joseph Brodhead,House,PA,Democrat,PA26
Norris Brown,Senate,NE,Republican,NE
Charles Brumm,House,PA,Republican,PA12
Stephen Brundidge,House,AR,Democrat,AR2
William Bryan,Senate,FL,Democrat,FL
Henry Burnham,Senate,NH,Republican,NH
Hiram Burton,House,DE,Republican,DE
Ben Caldwell,House,IL,Democrat,IL21
Thomas Cale,House,AK,Independent,AK
Henry Cassel,House,PA,Republican,PA9
Henry Caulfield,House,MO,Republican,MO11
John Chaney,House,IN,Republican,IN2
James Conner,House,IA,Republican,IA1
George Cook,House,CO,Republican,CO
Samuel Cooper,House,TX,Democrat,TX2
Robert Cousins,House,IA,Republican,IA5
Winthrop Crane,Senate,MA,Republican,MA
William Crawford,House,NC,Democrat,NC1
Shelby Cullom,Senate,IL,Republican,IL
Archibald Darragh,House,MI,Republican,MI11
Robert Davey,House,LA,Democrat,LA2
Jeff Davis,Senate,AR,Democrat,AR
Beman Dawes,House,OH,Republican,OH15
Joseph Dixon,Senate,MT,Republican,MT
Jonathan Dolliver,Senate,IA,Republican,IA
Charles Dunwell,House,NY,Republican,NY3
Stephen Elkins,Senate,WV,Republican,WV
John Foster,House,IN,Republican,IN1
