full_name,type,state,party,marker
Jack Kingston,House,GA,Republican,GA1
Tom Latham,House,IA,Republican,IA3
Jim Matheson,House,UT,Democrat,UT4
Carolyn McCarthy,House,NY,Democrat,NY4
Mike McIntyre,House,NC,Democrat,NC7
Howard McKeon,House,CA,Republican,CA25
Michael Michaud,House,ME,Democrat,ME2
Gary Miller,House,CA,Republican,CA31
George Miller,House,CA,Democrat,CA11
James Moran,House,VA,Democrat,VA8
William Owens,House,NY,Democrat,NY21
Ed Pastor,House,AZ,Democrat,AZ7
Thomas Petri,House,WI,Republican,WI6
Nick Rahall,House,WV,Democrat,WV3
Mike Rogers,House,MI,Republican,MI8
Jon Runyan,House,NJ,Republican,NJ3
Allyson Schwartz,House,PA,Democrat,PA13
Steve Southerland,House,FL,Republican,FL2
Lee Terry,House,NE,Republican,NE2
John Tierney,House,MA,Democrat,MA6
Henry Waxman,House,CA,Democrat,CA33
Frank Wolf,House,VA,Republican,VA1
Ron Barber,House,AZ,Democrat,AZ2
Steve Stockman,House,TX,Republican,TX36
Daniel Maffei,House,NY,Democrat,NY24
Gloria Negrete McLeod,House,CA,Democrat,CA35
Joe Garcia,House,FL,Democrat,FL26
William Enyart,House,IL,Democrat,IL12
Kerry Bentivolio,House,MI,Republican,MI11
Pete Gallego,House,TX,Democrat,TX23
Vance McAllister,House,LA,Republican,LA5
John Walsh,Senate,MT,Democrat,MT
Michael Grimm,House,NY,Republican,NY11
Howard Coble,House,NC,Republican,NC6
Mike Johanns,Senate,NE,Republican,NE
Alan Nunnelee,House,MS,Republican,MS1
Aaron Schock,House,IL,Republican,IL18
John Boehner,House,OH,Republican,OH8
Chaka Fattah,House,PA,Democrat,PA2
Ed Whitfield,House,KY,Republican,KY1
Mark Takai,House,HI,Democrat,HI1
Janice Hahn,House,CA,Democrat,CA44
Candice Miller,House,MI,Republican,MI1
Kelly Ayotte,Senate,NH,Republican,NH
Barbara Boxer,Senate,CA,Democrat,CA
Daniel Coats,Senate,IN,Republican,IN
Mark Kirk,Senate,IL,Republican,IL
Barbara Mikulski,Senate,MD,Democrat,MD
Harry Reid,Senate,NV,Democrat,NV
David Vitter,Senate,LA,Republican,LA
Dan Benishek,House,MI,Republican,MI1
Charles Boustany,House,LA,Republican,LA3
Corrine Brown,House,FL,Democrat,FL5
Lois Capps,House,CA,Democrat,CA24
John Carney,House,DE,Democrat,DE
Ander Crenshaw,House,FL,Republican,FL4
Donna Edwards,House,MD,Democrat,MD4
Renee Ellmers,House,NC,Republican,NC2
Sam Farr,House,CA,Democrat,CA2
Stephen Fincher,House,TN,Republican,TN8
Michael Fitzpatrick,House,PA,Republican,PA8
John Fleming,House,LA,Republican,LA4
J. Forbes,House,VA,Republican,VA4
Scott Garrett,House,NJ,Republican,NJ5
Christopher Gibson,House,NY,Republican,NY19
Richard Hanna,House,NY,Republican,NY22
Joseph Heck,House,NV,Republican,NV3
Rubén Hinojosa,House,TX,Democrat,TX15
Michael Honda,House,CA,Democrat,CA17
Tim Huelskamp,House,KS,Republican,KS1
Robert Hurt,House,VA,Republican,VA5
Steve Israel,House,NY,Democrat,NY3
John Kline,House,MN,Republican,MN2
Jim McDermott,House,WA,Democrat,WA7
John Mica,House,FL,Republican,FL7
Jeff Miller,House,FL,Republican,FL1
Randy Neugebauer,House,TX,Republican,TX19
Richard Nugent,House,FL,Republican,FL11
Pedro Pierluisi,House,PR,Democrat,PR
Joseph Pitts,House,PA,Republican,PA16
Charles Rangel,House,NY,Democrat,NY13
Reid Ribble,House,WI,Republican,WI8
Edward Rigell,House,VA,Republican,VA2
Loretta Sanchez,House,CA,Democrat,CA46
Marlin Stutzman,House,IN,Republican,IN3
Lynn Westmoreland,House,GA,Republican,GA3
Matt Salmon,House,AZ,Republican,AZ5
Alan Grayson,House,FL,Democrat,FL9
Patrick Murphy,House,FL,Democrat,FL18
David Jolly,House,FL,Republican,FL13
Curtis Clawson,House,FL,Republican,FL19
Bob Dold,House,IL,Republican,IL1
Frank Guinta,House,NH,Republican,NH1
Gwen Graham,House,FL,Democrat,FL2
Brad Ashford,House,NE,Democrat,NE2
CreSenatet Hardy,House,NV,Republican,NV4
Mike Pompeo,House,KS,Republican,KS4
Xavier Becerra,House,CA,Democrat,CA34
Jefferson Sessions,Senate,AL,Republican,AL
Tom Price,House,GA,Republican,GA6
Mick Mulvaney,House,SC,Republican,SC5
Jason Chaffetz,House,UT,Republican,UT3
Tim Murphy,House,PA,Republican,PA18
John Conyers,House,MI,Democrat,MI13
Trent Franks,House,AZ,Republican,AZ8
Alan Franken,Senate,MN,Democrat,MN
Luther Strange,Senate,AL,Republican,AL
Patrick Tiberi,House,OH,Republican,OH12
Louise Slaughter,House,NY,Democrat,NY25
Thad Cochran,Senate,MS,Republican,MS
Blake Farenthold,House,TX,Republican,TX27
Patrick Meehan,House,PA,Republican,PA7
Jim Bridenstine,House,OK,Republican,OK1
Charles Dent,House,PA,Republican,PA15
John McCain,Senate,AZ,Republican,AZ
Ron DeSantis,House,FL,Republican,FL6
Evan Jenkins,House,WV,Republican,WV3
Jon Kyl,Senate,AZ,Republican,AZ
Michelle Lujan Grisham,House,NM,Democrat,NM1
Bob Corker,Senate,TN,Republican,TN
Orrin Hatch,Senate,UT,Republican,UT
Claire McCaskill,Senate,MO,Democrat,MO
Bill Nelson,Senate,FL,Democrat,FL
Lou Barletta,House,PA,Republican,PA11
Joe Barton,House,TX,Republican,TX6
Diane Black,House,TN,Republican,TN6
Madeleine Bordallo,House,GU,Democrat,GU
Robert Brady,House,PA,Democrat,PA1
Michael Capuano,House,MA,Democrat,MA7
Mike Coffman,House,CO,Republican,CO6
Joseph Crowley,House,NY,Democrat,NY14
John Culberson,House,TX,Republican,TX7
Jeff Denham,House,CA,Republican,CA1
Joe Donnelly,Senate,IN,Democrat,IN
John Duncan,House,TN,Republican,TN2
Keith Ellison,House,MN,Democrat,MN5
Jeff Flake,Senate,AZ,Republican,AZ
Rodney FrelinghuySenate,House,NJ,Republican,NJ11
Bob Goodlatte,House,VA,Republican,VA6
Trey Gowdy,House,SC,Republican,SC4
Gene Green,House,TX,Democrat,TX29
Luis Gutiérrez,House,IL,Democrat,IL4
Gregg Harper,House,MS,Republican,MS3
Jeb Hensarling,House,TX,Republican,TX5
Randy Hultgren,House,IL,Republican,IL14
Lynn Jenkins,House,KS,Republican,KS2
Sam Johnson,House,TX,Republican,TX3
Raúl Labrador,House,ID,Republican,ID1
Leonard Lance,House,NJ,Republican,NJ7
Sander Levin,House,MI,Democrat,MI9
Frank LoBiondo,House,NJ,Republican,NJ2
Kristi Noem,House,SD,Republican,SD
Erik PaulSenate,House,MN,Republican,MN3
Stevan Pearce,House,NM,Republican,NM2
Ted Poe,House,TX,Republican,TX2
Jared Polis,House,CO,Democrat,CO2
David Reichert,House,WA,Republican,WA8
James Renacci,House,OH,Republican,OH16
Dana Rohrabacher,House,CA,Republican,CA48
Todd Rokita,House,IN,Republican,IN4
Thomas Rooney,House,FL,Republican,FL17
Ileana Ros-Lehtinen,House,FL,Republican,FL27
Peter Roskam,House,IL,Republican,IL6
Dennis Ross,House,FL,Republican,FL15
Edward Royce,House,CA,Republican,CA39
Paul Ryan,House,WI,Republican,WI1
Bill Shuster,House,PA,Republican,PA9
Lamar Smith,House,TX,Republican,TX21
Niki Tsongas,House,MA,Democrat,MA3
Timothy Walz,House,MN,Democrat,MN1
Kevin Yoder,House,KS,Republican,KS3
Dean Heller,Senate,NV,Republican,NV
Elizabeth Esty,House,CT,Democrat,CT5
Luke Messer,House,IN,Republican,IN6
John Delaney,House,MD,Democrat,MD6
Richard Nolan,House,MN,Democrat,MN8
Robert Pittenger,House,NC,Republican,NC9
Heidi Heitkamp,Senate,ND,Democrat,ND
Keith Rothfus,House,PA,Republican,PA12
Beto O’Rourke,House,TX,Democrat,TX16
Marshall Sanford,House,SC,Republican,SC1
David Brat,House,VA,Republican,VA7
Steve Knight,House,CA,Republican,CA25
Mimi Walters,House,CA,Republican,CA45
Carlos Curbelo,House,FL,Republican,FL26
Rodney Blum,House,IA,Republican,IA1
David Young,House,IA,Republican,IA3
Bruce Poliquin,House,ME,Republican,ME2
Mike Bishop,House,MI,Republican,MI8
Dave Trott,House,MI,Republican,MI11
Tom MacArthur,House,NJ,Republican,NJ3
Steve Russell,House,OK,Republican,OK5
Ryan Costello,House,PA,Republican,PA6
Mia Love,House,UT,Republican,UT4
Barbara Comstock,House,VA,Republican,VA1
Daniel Donovan,House,NY,Republican,NY11
Colleen Hanabusa,House,HI,Democrat,HI1
Carol Shea-Porter,House,NH,Democrat,NH1
Jason Lewis,House,MN,Republican,MN2
Ruben Kihuen,House,NV,Democrat,NV4
John Faso,House,NY,Republican,NY19
Scott Taylor,House,VA,Republican,VA2
Thomas Garrett,House,VA,Republican,VA5
Karen Handel,House,GA,Republican,GA6
Brenda Jones,House,MI,Democrat,MI13
Tom Marino,House,PA,Republican,PA12
Walter Jones,House,NC,Republican,NC3
Sean Duffy,House,WI,Republican,WI7
Chris Collins,House,NY,Republican,NY27
Elijah Cummings,House,MD,Democrat,MD7
Katie Hill,House,CA,Democrat,CA25
John Isakson,Senate,GA,Republican,GA
Duncan Hunter,House,CA,Republican,CA5
Mark Meadows,House,NC,Republican,NC11
John Ratcliffe,House,TX,Republican,TX4
John Lewis,House,GA,Democrat,GA5
Tom Graves,House,GA,Republican,GA14
Martha McSally,Senate,AZ,Republican,AZ
Paul Cook,House,CA,Republican,CA8
Lamar Alexander,Senate,TN,Republican,TN
Michael Enzi,Senate,WY,Republican,WY
Pat Roberts,Senate,KS,Republican,KS
Tom Udall,Senate,NM,Democrat,NM
Justin Amash,House,MI,Libertarian,MI3
Rob Bishop,House,UT,Republican,UT1
Wm. Clay,House,MO,Democrat,MO1
K. Conaway,House,TX,Republican,TX11
Susan Davis,House,CA,Democrat,CA53
Eliot Engel,House,NY,Democrat,NY16
Bill Flores,House,TX,Republican,TX17
Cory Gardner,Senate,CO,Republican,CO
Peter King,House,NY,Republican,NY2
Steve King,House,IA,Republican,IA4
Daniel Lipinski,House,IL,Democrat,IL3
David Loebsack,House,IA,Democrat,IA2
Nita Lowey,House,NY,Democrat,NY17
Kenny Marchant,House,TX,Republican,TX24
Pete Olson,House,TX,Republican,TX22
Collin Peterson,House,MN,Democrat,MN7
Martha Roby,House,AL,Republican,AL2
David Roe,House,TN,Republican,TN1
F. SenSenatebrenner,House,WI,Republican,WI5
José Serrano,House,NY,Democrat,NY15
John Shimkus,House,IL,Republican,IL15
Mac Thornberry,House,TX,Republican,TX13
Scott Tipton,House,CO,Republican,CO3
Peter Visclosky,House,IN,Democrat,IN1
Greg Walden,House,OR,Republican,OR2
Rob Woodall,House,GA,Republican,GA7
Ted Yoho,House,FL,Republican,FL3
Doug Collins,House,GA,Republican,GA9
Tulsi Gabbard,House,HI,Democrat,HI2
Susan Brooks,House,IN,Republican,IN5
Joseph Kennedy,House,MA,Democrat,MA4
George Holding,House,NC,Republican,NC2
Denny Heck,House,WA,Democrat,WA1
Bradley Byrne,House,AL,Republican,AL1
Ralph Abraham,House,LA,Republican,LA5
Will Hurd,House,TX,Republican,TX23
David Perdue,Senate,GA,Republican,GA
Mark Walker,House,NC,Republican,NC6
Francis Rooney,House,FL,Republican,FL19
Paul Mitchell,House,MI,Independent,MI1
Greg Gianforte,House,MT,Republican,MT
Doug Jones,Senate,AL,Democrat,AL
TJ Cox,House,CA,Democrat,CA21
Gilbert Cisneros,House,CA,Democrat,CA39
Harley Rouda,House,CA,Democrat,CA48
Ross Spano,House,FL,Republican,FL15
Debbie Mucarsel-Powell,House,FL,Democrat,FL26
Donna Shalala,House,FL,Democrat,FL27
Abby Finkenauer,House,IA,Democrat,IA1
Steven Watkins,House,KS,Republican,KS2
Xochitl Torres Small,House,NM,Democrat,NM2
Max Rose,House,NY,Democrat,NY11
Anthony Brindisi,House,NY,Democrat,NY22
Kendra Horn,House,OK,Democrat,OK5
Joe Cunningham,House,SC,Democrat,SC1
Ben McAdams,House,UT,Democrat,UT4
Denver Riggleman,House,VA,Republican,VA5
Kwanza Hall,House,GA,Democrat,GA5
Cedric Richmond,House,LA,Democrat,LA2
Kamala Harris,Senate,CA,Democrat,CA
Kelly Loeffler,Senate,GA,Republican,GA
Ron Wright,House,TX,Republican,TX6
Marcia Fudge,House,OH,Democrat,OH11
Debra Haaland,House,NM,Democrat,NM1
Alcee Hastings,House,FL,Democrat,FL2
Steve Stivers,House,OH,Republican,OH15
Devin Nunes,House,CA,Republican,CA22
Jim Hagedorn,House,MN,Republican,MN1
Don Young,House,AK,Republican,AK
Jeff Fortenberry,House,NE,Republican,NE1
Filemon Vela,House,TX,Democrat,TX34
Tom Reed,House,NY,Republican,NY23
Antonio Delgado,House,NY,Democrat,NY19
Jackie Walorski,House,IN,Republican,IN2
Charlie Crist,House,FL,Democrat,FL13
Theodore Deutch,House,FL,Democrat,FL22
A. McEachin,House,VA,Democrat,VA4
Karen Bass,House,CA,Democrat,CA37
Roy Blunt,Senate,MO,Republican,MO
Kevin Brady,House,TX,Republican,TX8
Mo Brooks,House,AL,Republican,AL5
Richard Burr,Senate,NC,Republican,NC
George Butterfield,House,NC,Democrat,NC1
Steve Chabot,House,OH,Republican,OH1
Jim Cooper,House,TN,Democrat,TN5
Peter DeFazio,House,OR,Democrat,OR4
Michael Doyle,House,PA,Democrat,PA18
Bob Gibbs,House,OH,Republican,OH7
Louie Gohmert,House,TX,Republican,TX1
Vicky Hartzler,House,MO,Republican,MO4
Jaime Herrera Beutler,House,WA,Republican,WA3
Eddie Johnson,House,TX,Democrat,TX3
Ron Kind,House,WI,Democrat,WI3
Adam Kinzinger,House,IL,Republican,IL16
James Langevin,House,RI,Democrat,RI2
Patrick Leahy,Senate,VT,Democrat,VT
Billy Long,House,MO,Republican,MO7
Carolyn Maloney,House,NY,Democrat,NY12
David McKinley,House,WV,Republican,WV1
Jerry McNerney,House,CA,Democrat,CA9
Steven Palazzo,House,MS,Republican,MS4
Ed Perlmutter,House,CO,Democrat,CO7
Robert Portman,Senate,OH,Republican,OH
David Price,House,NC,Democrat,NC4
Lucille Roybal-Allard,House,CA,Democrat,CA4
Bobby Rush,House,IL,Democrat,IL1
Tim Ryan,House,OH,Democrat,OH13
Kurt Schrader,House,OR,Democrat,OR5
Richard Shelby,Senate,AL,Republican,AL
Albio Sires,House,NJ,Democrat,NJ8
Jackie Speier,House,CA,Democrat,CA14
Patrick Toomey,Senate,PA,Republican,PA
Fred Upton,House,MI,Republican,MI6
John Yarmuth,House,KY,Democrat,KY3
Alan Lowenthal,House,CA,Democrat,CA47
Rodney Davis,House,IL,Republican,IL13
Cheri Bustos,House,IL,Democrat,IL17
Sean Maloney,House,NY,Democrat,NY18
Tom Rice,House,SC,Republican,SC7
Jody Hice,House,GA,Republican,GA1
Brenda Lawrence,House,MI,Democrat,MI14
Lee Zeldin,House,NY,Republican,NY1
Kathleen Rice,House,NY,Democrat,NY4
John Katko,House,NY,Republican,NY24
Tom O’Halleran,House,AZ,Democrat,AZ1
Al Lawson,House,FL,Democrat,FL5
Stephanie Murphy,House,FL,Democrat,FL7
Val Demings,House,FL,Democrat,FL1
Trey Hollingsworth,House,IN,Republican,IN9
Anthony Brown,House,MD,Democrat,MD4
Thomas Suozzi,House,NY,Democrat,NY3
Liz Cheney,House,WY,Republican,WY
Conor Lamb,House,PA,Democrat,PA17
Ann Kirkpatrick,House,AZ,Democrat,AZ2
Michael San Nicolas,House,GU,Democrat,GU
Cindy Axne,House,IA,Democrat,IA3
Andy Levin,House,MI,Democrat,MI9
Tom Malinowski,House,NJ,Democrat,NJ7
Anthony Gonzalez,House,OH,Republican,OH16
Van Taylor,House,TX,Republican,TX3
Elaine Luria,House,VA,Democrat,VA2
Fred Keller,House,PA,Republican,PA12
Chris Jacobs,House,NY,Republican,NY27
Carolyn Bourdeaux,House,GA,Democrat,GA7
Kaialiʻi Kahele,House,HI,Democrat,HI2
Marie Newman,House,IL,Democrat,IL3
Peter Meijer,House,MI,Republican,MI3
Madison Cawthorn,House,NC,Republican,NC11
Yvette Herrell,House,NM,Republican,NM2
Mondaire Jones,House,NY,Democrat,NY17
Connie Conway,House,CA,Republican,CA22
Mayra Flores,House,TX,Republican,TX34
Joseph Sempolinski,House,NY,Republican,NY23
James Inhofe,Senate,OK,Republican,OK
Benjamin Sasse,Senate,NE,Republican,NE
Dianne Feinstein,Senate,CA,Democrat,CA
David Cicilline,House,RI,Democrat,RI1
Chris Stewart,House,UT,Republican,UT2
George Santos,House,NY,Republican,NY3
